F28D0011000000;Heat-exchange apparatus employing moving conduits
F28D0011020000;the movement being rotary, e.g. performed by a drum or roller (F28D0011080000 takes precedence)..
F28D0011040000;performed by a tube or a bundle of tubes
F28D0011060000;the movement being reciprocating or oscillating (F28D0011080000 takes precedence)..
F28D0011080000;more than one conduit assembly performing independent movements, e.g. rotary bundle of tubes in a rotary drum
F28D0013000000;Heat-exchange apparatus using a fluidised bed
F28D0015000000;Heat-exchange apparatus employing intermediate heat-transfer media or bodies
F28D0015000000;Heat-exchange apparatus with the intermediate heat-transfer medium in closed tubes passing into or through the conduit walls
F28D0015020000;in which the medium condenses and evaporates, e.g. heat-pipes
F28D0015040000;with tubes having a capillary structure
F28D0015060000;Control arrangements therefor
F28D0017000000;Regenerative heat-exchange apparatus in which a stationary intermediate heat-transfer medium or body is contacted successively by each heat-exchange medium, e.g. using granular particles
F28D0017020000;using rigid bodies, e.g. of porous material
F28D0017040000;Distributing arrangements for the heat-exchange media
F28D0019000000;Regenerative heat-exchange apparatus in which the intermediate heat-transfer medium or body is moved successively into contact with each heat-exchange medium
F28D0019020000;using granular particles
F28D0019040000;using rigid bodies, e.g. mounted on a movable carrier
F28D0020000000;Heat storage plants or apparatus in general (specially adapted for particular applications, see the relevant places, e.g. F24D0015020000). Regenerative heat-exchange apparatus not covered by groups . F28D0017000000.  or F28D0019000000
F28D0020020000;using latent heat
F28D0021000000;Heat-exchange apparatus not covered by any of the groups . F28D0001000000-F28D0020000000
F28F;DETAILS OF HEAT-EXCHANGE OR HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION (heat-transfer, heat-exchange or heat-storage materials C09K0005000000. water or air traps, air venting F16)
F28F0001000000;Tubular elements. Assemblies of tubular elements (specially adapted for movement F28F0005000000)
F28F0001020000;Tubular elements of cross-section which is non-circular (F28F0001080000, F28F0001100000 take precedence)..
F28F0001040000;polygonal, e.g. rectangular
F28F0001060000;crimped or corrugated in cross-section
F28F0001080000;Tubular elements crimped or corrugated in longitudinal section
F28F0001100000;Tubular elements or assemblies thereof with means for increasing heat-transfer area, e.g. with fins, with projections, with recesses (crimped or corrugated elements F28F0001060000, F28F0001080000)
F28F0001120000;the means being only outside the tubular element
F28F0001140000;and extending longitudinally (F28F0001380000 takes precedence)..
F28F0001160000;the means being integral with the element, e.g. formed by extrusion (F28F0001220000 takes precedence)..
F28F0001180000;the element being built-up from finned sections
F28F0001200000;the means being attachable to the element (F28F0001220000 takes precedence)..
F28F0001220000;the means having portions engaging further tubular elements
F28F0001240000;and extending transversely (F28F0001380000 takes precedence)..
F28F0001260000;the means being integral with the element (F28F0001320000 takes precedence)..
F28F0001280000;the element being built-up from finned sections
F28F0001300000;the means being attachable to the element (F28F0001320000 takes precedence)..
F28F0001320000;the means having portions engaging further tubular elements
F28F0001340000;and extending obliquely (F28F0001380000 takes precedence)..
F28F0001360000;the means being helically-wound fins or wire spirals
F28F0001380000;and being staggered to form tortuous fluid passages
F28F0001400000;the means being only inside the tubular element
F28F0001420000;the means being both outside and inside the tubular element
F28F0001440000;and being formed of wire mesh
F28F0003000000;Plate-like or laminated elements. Assemblies of plate-like or laminated elements (specially adapted for movement F28F0005000000)
F28F0003020000;Elements or assemblies thereof with means for increasing heat-transfer area, e.g. with fins, with recesses, with corrugations (F28F0003080000 takes precedence)..
F28F0003040000;the means being integral with the element
F28F0003060000;the means being attachable to the element
F28F0003080000;Elements constructed for building-up into stacks, e.g. capable of being taken apart for cleaning
F28F0003100000;Arrangement for sealing the margins
F28F0003120000;Elements constructed in the shape of a hollow panel, e.g. with channels
F28F0003140000;by separating portions of a pair of joined sheets to form channels, e.g. by inflation (manufacture thereof B23P)
F28F0005000000;Elements specially adapted for movement (arrangements for moving the elements, see the appropriate subclass for the apparatus concerned)..
F28F0005020000;Rotary drums or rollers
F28F0005040000;Hollow impellers, e.g. stirring vane
F28F0005060000;Hollow screw conveyors
F28F0007000000;Elements not covered by group . F28F0001000000, F28F0003000000, or F28F0005000000
F28F0007020000;Blocks traversed by passages for heat-exchange media
F28F0009000000;Casings. Header boxes. Auxiliary supports for elements. Auxiliary members within casings
F28F0009007000;Auxiliary supports for elements
F28F0009013000;for tubes or tube-assemblies
F28F0009020000;Header boxes. End plates
F28F0009040000;Arrangements for sealing elements into header boxes or end plates (joining pipes to walls in general F16L0041000000)
F28F0009060000;by dismountable joints
F28F0009080000;by wedge-type connections, e.g. taper ferrule
F28F0009100000;by screw-type connections, e.g. gland
F28F0009120000;by flange-type connections
F28F0009140000;by force-joining
F28F0009160000;by permanent joints, e.g. by rolling (metal-working procedures in general B21, B23, particularly B21D0039060000, B23K)
F28F0009180000;by welding
F28F0009200000;Arrangements of heat reflectors, e.g. separately-insertible reflecting walls
F28F0009220000;Arrangements for directing heat-exchange media into successive compartments, e.g. arrangements of guide plates
F28F0009240000;Arrangements for promoting turbulent flow of heat-exchange media, e.g. by plates (F28F0001380000 takes precedence.in general F15D)
F28F0009260000;Arrangements for connecting different sections of heat-exchange elements, e.g. of radiators (connecting different sections in water heaters F24H0009140000)
F28F0011000000;Arrangements for sealing leaky tubes or conduits (stopping flow from or in pipes in general F16L0055100000)
F28F0011020000;using obturating elements, e.g. washers, inserted and operated independently of each other (F28F0011060000 takes precedence)..
F28F0011040000;using pairs of obturating elements, e.g. washers, mounted upon central operating rods (F28F0011060000 takes precedence)..
F28F0011060000;using automatic tube-obturating appliances
F28F0013000000;Arrangements for modifying heat transfer, e.g. increasing, decreasing (F28F0001000000-F28F0011000000.  take precedence)..
F28F0013020000;by influencing fluid boundary (boundary-layer control in general F15D)
F28F0013040000;by preventing the formation of continuous films of condensate on heat-exchange surfaces, e.g. by promoting droplet formation
F28F0013060000;by affecting the pattern of flow of the heat-exchange media
F28F0013080000;by varying the cross-section of the flow channels
F28F0013100000;by imparting a pulsating motion to the flow, e.g. by sonic vibration
F28F0013120000;by creating turbulence, e.g. by stirring, by increasing the force of circulation (F28F0013080000 takes precedence)..
F28F0013140000;by endowing the walls of conduits with zones of different degrees of conduction of heat
F28F0013160000;by applying an electrostatic field to the body of the heat-exchange medium
F28F0013180000;by applying coatings, e.g. radiation-absorbing, radiation-reflecting. by surface treatment, e.g. polishing
F28F0017000000;Removing ice or water from heat-exchange apparatus
F28F0019000000;Preventing the formation of deposits or corrosion, e.g. by using filters
F28F0019010000;by using means for separating solid materials from heat-exchange fluids, e.g. filters
F28F0019020000;by using coatings, e.g. vitreous or enamel coatings
F28F0019040000;of rubber. of plastics material. of varnish
F28F0019060000;of metal
F28F0021000000;Constructions of heat-exchange apparatus characterised by the selection of particular materials
F28F0021020000;of carbon, e.g. graphite
F28F0021040000;of ceramic. of concrete. of natural stone
F28F0021060000;of plastics material
F28F0021080000;of metal
F28F0023000000;Features relating to the use of intermediate heat-exchange materials, e.g. selection of compositions
F28F0023020000;Arrangements for obtaining or maintaining same in a liquid state
F28F0025000000;Component parts of trickle coolers (arrangements for increasing heat transfer F28F0013000000. controlling arrangements F28F0027000000)
F28F0025020000;for distributing, circulating, or accumulating liquid (spraying or atomising in general B05B, B05D)
F28F0025040000;Distributing or accumulator troughs
